Gene Start (bp),Gene End (bp),Chromosome Name,HGNC symbol,
165877809,165878158,3,,
114719012,114766368,7,,
165878202,165878492,3,,
49269733,49294412,7,,
165878565,165878907,3,,
36657498,36678949,3,NBPF21P,
165878991,165879756,3,,
165899101,165899608,3,,
148994297,149009587,3,,
166011544,166012141,3,,
49981847,49984036,7,,
149002569,149051440,3,,
166287481,166288551,3,,
50181136,50182419,7,,
149074956,149075332,3,,
166408975,166409503,3,,
50241835,50243914,7,,
149095565,149104370,3,,
50314386,50315218,7,,
166439246,166439398,3,,
166528797,166529355,3,CBX1P5,
50599457,50611161,7,,
114776529,114777274,7,,
166552809,166562744,3,,
115143421,115144135,7,,
166579732,166579898,3,,
36808608,36810290,3,HSPD1P6,
149101966,149103587,3,,
115287515,115316383,7,,
124636394,124670569,11,C11orf61,
149150831,149151061,3,,
50907060,50909689,7,,
115319399,115322672,7,,
50911275,50911429,7,,
149179969,149182617,3,,
50934444,51088749,7,,
115429783,115431103,7,,
36810216,36825658,3,,
149182626,149182988,3,,
51327126,51327864,7,RPL7L1P2,
115877983,115967950,7,,
36921675,36922220,3,,
149212447,149213782,3,,
51449981,51452357,7,,
149366784,149367971,3,,
51452463,51452868,7,CICP15,
37017807,37018331,3,,
115878312,116139600,7,,
51454060,51454798,7,,
37058014,37058505,3,,
149374807,149379151,3,,
51456127,51456811,7,,
166783553,166784113,3,,
37176149,37176593,3,UBE2D3P2,
123624196,123625253,11,OR6X1,
167110584,167126307,3,,
167412143,167412430,3,HMGN1P8,
115915660,115926788,7,,
51667982,51668269,7,,
167582561,167594705,3,,
51681947,51698566,7,,
52232931,52260609,7,,
167582637,167584402,3,,
167584288,167588765,3,,
37185003,37185449,3,,
149656784,149657586,3,,
167584423,167601170,3,,
149694542,149697142,3,,
52959530,52965500,7,,
167606202,167606503,3,MEMO1P3,
53070113,53071122,7,,
167613736,167641799,3,,
123676043,123677095,11,OR6M1,
37237695,37238157,3,,
53255081,53256631,7,,
53582685,53584809,7,,
37283303,37285686,3,,
37317087,37318089,3,TCEA1P2,
53626907,53635942,7,,
37786923,37795488,3,,
124735282,124751366,11,ROBO3,
53723202,53879624,7,,
37789601,37790391,3,,
53854860,53854991,7,,
53929926,53931032,7,,
53994369,54015437,7,,
37795180,37903271,3,,
54398390,54417542,7,,
54487137,54488021,7,,
54624663,54639419,7,,
54643745,54646487,7,,
54724051,54724427,7,,
37831412,37831936,3,,
54827118,54872621,7,,
38093250,38093886,3,,
55001392,55005877,7,,
55247443,55256627,7,,
55311940,55313374,7,,
55327502,55327949,7,,
38144620,38164574,3,,
55410009,55412651,7,,
38311774,38312258,3,,
167674099,167674404,3,,
167676532,167676870,3,HMGN2P26,
167967310,168548387,3,EGFEM1P,
118955576,118964259,11,HMBS,
128506633,128508898,7,,
128552714,128554117,7,,
128668943,128670581,7,,
128696073,128696824,7,TPI1P2,
128706075,128706516,7,,
128735355,128735865,7,,
128736081,128736789,7,,
128757567,128757881,7,,
168006341,168009016,3,,
128766572,128770847,7,,
168384347,168385211,3,,
168576447,168576918,3,,
128808053,128809538,7,,
168619733,168639784,3,,
128849616,128853386,7,,
129049954,129050211,7,,
168720862,168723254,3,,
129117716,129117942,7,SNRPGP3,
169165655,169194840,3,,
169201459,169201868,3,,
129142320,129152759,7,,
169331298,169341739,3,,
169427083,169427553,3,,
129423210,129425025,7,,
169620768,169622048,3,KRT18P43,
129648694,129666391,7,,
169649786,169651017,3,,
129781571,129782455,7,,
169657141,169684522,3,,
129813558,129845201,7,,
130330095,130330464,7,,
55640864,55656029,7,,
169663775,169664542,3,,
130507627,130507978,7,,
55659767,55660886,7,,
38366728,38370561,3,,
169696324,169703503,3,,
169780032,169780739,3,,
55661470,55662699,7,,
130507964,130508270,7,,
55705967,55706535,7,,
38492518,38496311,3,,
55713313,55714644,7,,
170063466,170071749,3,,
38556939,38557321,3,,
170128300,170136403,3,,
170213416,170214425,3,KRT8P13,
170371635,170372048,3,,
55724461,55746183,7,,
130524963,130528484,7,,
55799837,55800124,7,SUMO2P3,
38568293,38568816,3,,
170374351,170379912,3,,
55804472,55807289,7,CICP11,
170458140,170459154,3,,
55832490,55840981,7,,
38865393,38866793,3,,
124753587,124768396,11,ROBO4,
55865639,55866173,7,,
39255684,39256163,3,,
55865727,55866569,7,CICP12,
55878472,55879104,7,,
39376470,39377430,3,HNRNPA1P21,
55944431,55944717,7,,
39379620,39380370,3,,
55945605,55945857,7,,
56182374,56184093,7,,
39400036,39401413,3,EEF1A1P24,
39685129,39686196,3,,
56230838,56231226,7,,
56243327,56244105,7,,
40355293,40494820,3,,
56296327,56297475,7,CCNJP1,
56355923,56359118,7,,
56372371,56373219,7,,
56390497,56391294,7,,
40364206,40364770,3,,
56428055,56428234,7,,
63569003,63570525,7,,
40628026,40628919,3,,
56430151,56432963,7,CICP8,
63570925,63571928,7,,
63572130,63572950,7,,
40637698,40638985,3,,
56448669,56449005,7,,
63580809,63611099,7,,
40644616,40646918,3,,
56476392,56476903,7,,
63600873,63610436,7,,
40740557,40740829,3,HMGN2P24,
63601916,63602779,7,,
40803036,40803290,3,,
63610063,63610810,7,VN1R37P,
56549798,56550988,7,,
63640384,63641270,7,VN1R38P,
40807698,40904117,3,,
53508727,53509116,3,,
56558375,56559328,7,,
63642088,63643271,7,,
54081776,54082820,3,CABYRP1,
41012032,41013069,3,,
41203778,41210038,3,,
63667581,63680031,7,,
56569977,56570737,7,NMD3P2,
54660242,54660673,3,,
41900842,41901086,3,,
56593121,56593806,7,,
63815456,63816577,7,TRIM60P18,
54908632,54935282,3,,
41915024,41916531,3,,
41996937,41997255,3,,
63894208,63894970,7,,
56601923,56605823,7,,
42018500,42019526,3,,
55200938,55209760,3,,
42092673,42093186,3,,
170670639,170671686,3,KLF7P1,
56626914,56627651,7,VN1R25P,
55212200,55223242,3,,
171185873,171187422,3,,
42187138,42187863,3,,
56635599,56636551,7,,
63904180,63905120,7,VN1R40P,
171252212,171252404,3,,
55330228,55334766,3,,
42362497,42364187,3,,
171594142,171618530,3,,
63929563,63931031,7,,
42382080,42383859,3,EIF4BP4,
55369490,55384943,3,,
171612226,171613030,3,,
56645541,56646559,7,,
63961203,63962107,7,,
130538479,130613408,7,,
42511132,42511371,3,,
56665072,56666035,7,,
55394471,55395857,3,,
171943218,171943662,3,,
42572388,42574098,3,,
55521727,55522336,3,,
130565751,130598069,7,,
56699432,56700420,7,TRIM60P16,
55527858,55539289,3,,
42643455,42695880,3,,
55644631,55647132,3,,
64011876,64012444,7,,
172143640,172144879,3,BZW1P1,
56974068,56994882,3,,
172240018,172240234,3,,
56706636,56718389,7,,
172278678,172313397,3,,
64027192,64027821,7,,
57007985,57012060,7,,
64029806,64030815,7,,
57168170,57168751,3,,
64043111,64043585,7,,
42744145,42746120,3,,
57505396,57505737,3,,
130626519,130794935,7,,
42774067,42788260,3,,
57516072,57516694,3,,
57059595,57076856,7,TNRC18C,
42812104,42815127,3,,
119037277,119054725,11,NLRX1,
42846696,42893920,3,,
42930853,42931798,3,HNRNPA1P22,
172321230,172321796,3,SLC31A1P1,
42975744,42978277,3,,
172398504,172399014,3,,
57081992,57087980,7,,
172546526,172546966,3,ATP5G1P4,
43078613,43078943,3,,
43128971,43129560,3,,
172548771,172549019,3,,
43391136,43393454,3,,
130927349,130927754,7,,
172871527,173054755,3,,
57128297,57129008,7,PHKG1P4,
43526464,43527372,3,,
130994503,131012981,7,,
57215693,57218054,7,
43820453,43821474,3,
44462619,44465499,3,
57235587,57236358,7,
173362021,173362501,3,
44566236,44567297,3,
173628288,173638586,3,
57237113,57238478,7,
174020734,174021077,3,
174095034,174095795,3,
57238681,57240478,7,
131204896,131205262,7,
44598849,44727145,3,
174777151,174777821,3,
131346711,131347383,7,
57241064,57242069,7,
174797097,174833032,3,,
44621430,44622518,3,,
131350266,131350617,7,,
44658620,44666289,3,,
131387028,131387412,7,,
57245116,57247759,7,,
131438505,131439011,7,,
174952651,174988885,3,,
44750803,44752378,3,,
131577375,131578374,7,,
57253495,57253909,7,,
175392875,175394589,3,,
44940670,44942417,3,,
131578581,131578833,7,,
44979165,44979974,3,,
175436019,175436458,3,UBE2V1P2,
57254119,57255148,7,
131582400,131618070,7,
45201266,45201667,3,
175490933,175494121,3,
45266617,45267519,3,
57255599,57257847,7,
131594979,131633712,7,
45525466,45551037,3,
175695285,175696358,3,
57614537,57640645,3,
45720535,45730626,3,
64196311,64197121,7,
131771025,131772751,7,
57678932,57682323,3,
57258848,57259634,7,
131945620,131956028,7,
64295658,64297260,7,,
57260401,57261775,7,,
57927545,57928031,3,PPIAP16,
132037093,132052735,7,,
45925132,45925605,3,,
175785830,175786696,3,,
64312775,64313732,7,,
46064788,46065648,3,,
46183850,46185169,3,,
58148274,58156363,3,,
57261964,57263761,7,,
132443730,132445392,7,,
46352082,46353413,3,,
64323377,64324748,7,,
175831490,175832325,3,,
46406446,46448550,3,,
64348905,64350478,7,,
132515453,132534353,7,,
57264345,57265479,7,,
58497037,58497403,3,,
176321931,176353320,3,,
46451005,46454488,3,,
58558471,58560046,3,,
57268438,57271304,7,,
64393651,64393994,7,VN1R42P,
58592807,58620167,3,,
132854174,132855272,7,,
64498732,64535091,7,CCT6P3,
9776317,9781080,11,,
132999763,133000167,7,,
46622640,46658716,3,,
176361729,176585626,3,,
46653925,46668033,3,TDGF1,
133412121,133412487,7,COX5BP3,
46667272,46667698,3,,
176531943,176534789,3,,
46839613,46839880,3,,
9779839,9832866,11,,
133417246,133418348,7,,
57277572,57289881,7,,
176728507,176728855,3,,
133969252,133970807,7,,
47053032,47054636,3,NRADDP,
176762649,176765711,3,,
134030823,134035543,7,,
58810163,59004819,3,,
177012230,177041206,3,,
118955615,118964243,11,HMBS,
9860690,9950810,11,,
134368896,134372742,7,,
9980291,9981337,11,,
177014949,177016174,3,ASS1P7,
10170739,10186656,11,,
59050876,59105235,3,,
134419649,134419945,7,,
10293599,10293806,11,,
59365750,59374430,3,,
57482534,57483429,7,VN1R28P,
177055416,177066954,3,,
10324204,10325251,11,,
59450056,59496404,3,,
134813196,134814437,7,,
59521589,59522141,3,,
47205987,47285546,3,,
10562819,10621479,11,,
60602555,60603812,3,,
177159709,177470093,3,,
60675958,60676452,3,,
57484207,57485380,7,,
64498750,64498965,7,,
47705116,47705424,3,,
60715788,60716377,3,,
57659500,57669810,7,,
64535401,64539158,7,,
134883153,134884924,7,,
60717877,60718369,3,,
64544481,64560610,7,,
118964564,118966177,11,H2AFX,
135129209,135129673,7,SDHDP2,
3192696,3381653,2,TSSC1,
61728129,61728780,3,RPL10AP6,
135344787,135345401,7,,
64601603,64694600,7,INTS4L1,
135392861,135412258,7,,
48001817,48002571,3,,
177339170,177346075,3,,
135392889,135414006,7,,
57679619,57689962,7,,
48162159,48162705,3,,
57689744,57696916,7,,
177401415,177409022,3,,
57698431,57698818,7,,
135611203,135617629,7,,
48202666,48202907,3,,
57710087,57710825,7,,
177534653,177617012,3,,
62109878,62110282,3,,
62246540,62248415,3,,
135710509,135769416,7,,
62247498,62355005,3,,
118967213,118979041,11,DPAGT1,
135777673,136122174,7,,
177652611,177655450,3,,
177919838,178103205,3,,
124761200,124762022,11,,
64696164,64697097,7,,
135947306,135947765,7,,
62764851,62765460,3,,
124789089,124806308,11,HEPACAM,
64707972,64708122,7,,
10804860,10823172,11,,
10830844,10844478,11,,
64721415,64721774,7,,
10879806,10928349,11,,
62912046,62912557,3,,
64800087,64800581,7,RSL24D1P3,
10906432,10920869,11,,
62936105,63110738,3,,
11139401,11205158,11,,
11157029,11159205,11,,
11261306,11261827,11,,
48223037,48223216,3,NDUFB1P1,
11264735,11265262,11,,
136170404,136173065,7,,
64820847,64822089,7,,
11373498,11374668,11,CSNK2A1P,
136398618,136399935,7,,
57710227,57710560,7,,
178136989,178175097,3,,
48297840,48298428,3,MRPS18AP1,
64927984,64928351,7,,
11373973,11374854,11,,
57712442,57713165,7,,
11591631,11595329,11,,
64973686,64973857,7,,
48332283,48332865,3,,
11780648,11780980,11,,
64990542,65019657,7,,
57712581,57712914,7,,
136468822,136866518,7,,
11878037,11878406,11,,
63082050,63083387,3,,
48481762,48488060,3,,
12052422,12083332,11,,
63188894,63189124,3,
65081990,65084127,7,
136623027,136623300,7,
12088476,12094561,11,
136848790,136849359,7,
57714528,57715098,7,
12108438,12110988,11,
63409272,63535727,3,
178244293,178578193,3,
57830325,57830652,7,
12282973,12284720,11,
48701209,48706607,3,
12325080,12329763,11,
63727969,63813121,3,
12559630,12562514,11,
48885005,48889414,3,
12843982,12845214,11,
12870342,12870980,11,
12942733,12944472,11,
137003339,137011700,7,
12984057,13011095,11,
65238607,65267054,7,
57830672,57830879,7,
137029676,137039229,7,
65305199,65305583,7,
137406731,137407592,7,
57832290,57832905,7,
63846321,63847495,3,
137638094,137642712,7,
57832889,57833087,7,
65469004,65469124,7,
57836678,57837227,7,
178819154,178865761,3,,
65490113,65496531,7,,
13022637,13030706,11,,
57877307,57877718,7,,
137707204,137709085,7,,
13030696,13032647,11,RASSF10,
63989698,63997824,3,,
49017351,49021418,3,,
178976816,178979061,3,LRRFIP1P1,
65535891,65536305,7,,
179115405,179116506,3,,
63997640,64001922,3,,
57877702,57877903,7,,
137731400,137732643,7,,
64053640,64088807,3,,
57879525,57880333,7,,
49022482,49027421,3,,
124789140,124790573,11,HEPN1,
65584590,65593711,7,,
57879738,57880116,7,,
64064037,64073039,3,,
179170183,179170207,3,,
49215069,49229291,3,,
65841031,65866325,7,NCRNA00174,
3383446,3488865,2,TTC15,
137744802,137745039,7,,
124824017,124911385,11,CCDC15,
57881907,57882648,7,,
57882171,57882507,7,,
57888037,57896752,7,,
49402578,49404439,3,,
61821869,61822186,7,,
119056166,119060932,11,PDZD3,
49460379,49461864,3,,
62505205,62514809,7,,
49586739,49591799,3,,
179182134,179183116,3,,
62517831,62520462,7,,
137806948,137809000,7,,
62547448,62548639,7,,
179343366,179345434,3,,
137848186,137849383,7,,
49677916,49679202,3,,
137982833,137983229,7,,
62574013,62575183,7,,
49721913,49722416,3,,
138088940,138089268,7,,
49795916,49796089,3,,
62577879,62615312,7,,
138125435,138126983,7,,
138175326,138176106,7,,
49812718,49813047,3,,
179367282,179367988,3,,
49910780,49915413,3,,
138330416,138331193,7,,
49936735,49941190,3,,
179593164,179599397,3,,
62669597,62672200,7,,
138373725,138374267,7,,
49941278,49954370,3,,
179616017,179639683,3,,
138386352,138387807,7,UQCRFS1P2,
62693413,62694623,7,PHKG1P1,
50153455,50193518,3,,
124932963,124959131,11,SLC37A2,
62693493,62702023,7,,
62701968,62708699,7,SEPT7P4,
50242679,50258411,3,SLC38A3,
64084949,64086798,3,,
13076162,13156386,11,,
13173747,13173895,11,,
64089146,64091732,3,,
13499880,13500584,11,,
64160077,64160823,3,,
13510159,13510937,11,,
13631910,13632318,11,HMGN2P36,
65872275,65874226,7,,
13690874,13691696,11,,
64173220,64186641,3,,
13707046,13707203,11,RPL39P26,
65888392,65888880,7,SKP1P1,
13777574,13779107,11,,
64430158,64431152,3,,
13779658,13779892,11,,
64430907,64440508,3,,
13806937,13869549,11,,
65899621,65900465,7,,
13848390,13901046,11,,
64547014,64572995,3,,
13866409,13892163,11,,
13942997,13946410,11,,
14284392,14295237,11,,
14462333,14463223,11,,
14695152,14696101,11,RPL21P116,
14929064,14929532,11,CALCP,
15009217,15010240,11,,
65947788,65955095,7,,
65950082,65951519,7,,
15574401,15612644,11,,
65956083,65958553,7,,
15593569,15643937,11,,
62723443,62723834,7,,
15665431,15726914,11,,
65958693,65960461,7,,
118972908,118989252,11,C2CD2L,
15723509,15780444,11,,
15932495,15948989,11,,
64670585,64997143,3,,
179918924,179918996,3,,
138734202,138734752,7,,
179929979,179930896,3,GAPDHP36,
16044736,16053061,11,,
16505631,16506218,11,
138857262,138859012,7,
16996240,16996560,11,
65970142,65971210,7,
17035545,17074583,11,
138912283,138912574,7,
180040895,180042847,3,
65160633,65179174,3,
139187199,139188558,7,
17159523,17159812,11,
180131962,180140294,3,
17215036,17215855,11,
17249817,17250698,11,
65976543,66010053,7,
139218986,139219295,7,
17457224,17457728,11,
139992552,139993139,7,,
17716569,17719018,11,,
140135116,140135587,7,,
65573177,65573725,3,,
180284506,180319723,3,,
17716814,17718487,11,,
65672976,65674143,3,,
140395136,140396877,7,,
18022089,18044478,11,,
65993425,66007536,7,,
140697752,140699600,7,CCT4P1,
18128130,18128388,11,,
65829565,65830121,3,,
180307675,180307835,3,,
18134019,18137679,11,SAA3P,
65858490,65940233,3,,
180397872,180418237,3,
66010634,66057373,7,
141114183,141116190,7,
180490538,180491702,3,
18174824,18175802,11,
141352181,141356610,7,
18210435,18211041,11,
65879491,65910972,3,
18210547,18211168,11,
180538332,180539400,3,
65994445,65994875,3,
18218204,18218884,11,
66021203,66022052,7,
141404138,141438146,7,
18252970,18270182,11,
66021832,66022349,7,
119060347,119067479,11,CCDC153,
18283529,18284638,11,ST13P5,
18427156,18428278,11,,
18471659,18472415,11,,
18511790,18512502,11,,
18529155,18530367,11,,
18532590,18533022,11,,
62787052,62814704,7,,
18617006,18621230,11,,
66687573,66687836,3,,
62803089,62803578,7,,
180545765,180547638,3,FLYWCH1P1,
67346724,67356783,3,,
62806218,62807110,7,,
18621334,18631802,11,,
180605465,180605863,3,,
62809532,62810437,7,,
66071725,66072094,7,RPL35P5,
180707558,180775032,3,,
62814411,62814743,7,,
180721562,181508734,3,SOX2OT,
67564364,67564744,3,,
62814835,62819684,7,,
18686597,18687095,11,,
66119525,66134842,7,,
62827805,62828534,7,VN1R31P,
62837707,62838611,7,VN1R32P,
3501693,3523507,2,ADI1,
62840844,62846167,7,,
62849186,62854035,7,,
67705121,67998137,3,,
62854127,62854487,7,,
62854166,62882424,7,,
62854655,62855817,7,,
66313483,66323123,7,,
62858424,62859335,7,,
62861763,62862649,7,VN1R33P,
68194154,68194780,3,,
62865220,62865778,7,,
119076752,119177651,11,CBL,
62910197,62917065,7,ZNF734,
62940976,62941367,7,,
62956177,62962914,7,SEPT7P5,
141501115,141501859,7,,
18728084,18762115,11,,
62969681,62970543,7,PHKG1P2,
141502282,141503287,7,,
18885105,18886056,11,,
63016976,63022966,7,,
141503501,141504452,7,,
18892536,18895009,11,,
141511605,141512057,7,MYL6P4,
18908480,18909467,11,,
50277054,50277416,3,,
50297735,50300790,3,,
141562660,141563537,7,OR9A3P,
18931983,18932943,11,,
141586948,141587892,7,OR9A1P,
18956532,18961268,11,,
18977602,18978562,11,,
63028121,63045453,7,,
141611017,141611743,7,,
18993293,18994250,11,,
68241548,68241730,3,,
19051244,19051985,11,,
19218322,19302973,11,,
68682857,68683507,3,,
141940559,141946886,7,MOXD2P,
66345695,66347968,7,,
50304073,50304803,3,,
68684856,68686175,3,,
69063272,69097812,3,,
63092986,63097059,7,,
3579574,3595547,2,,
66379568,66379930,7,,
19296087,19296816,11,,
50378537,50383128,3,,
69520603,69521683,3,,
50722982,50723222,3,,
19321430,19329905,11,,
180864021,180864251,3,,
63159768,63160819,7,,
69584815,69585844,3,,
180960133,180960689,3,,
50756913,50757382,3,,
66554244,66554457,7,,
181138846,181160274,3,,
63250287,63250476,7,,
69613257,69620273,3,,
3592383,3606206,2,RNASEH1,
50824105,50825716,3,,
66744765,66751606,7,,
63303692,63303883,7,,
69640492,69642272,3,,
70048728,70064469,3,,
118992297,119006752,11,HINFP,
70189368,70189639,3,UQCRHP4,
124966398,124981659,11,TMEM218,
66752528,66767894,7,PMS2P4,
70246249,70255774,3,,
70800274,70800501,3,,
70803005,70803724,3,HMGB1P36,
19402031,19406561,11,,
19524219,19528776,11,,
119179241,119191799,11,MCAM,
19532437,19541443,11,,
20000245,20002883,11,,
20065392,20070849,11,,
